Feature1	Feature2	Cluster_Label
0	5
1	1
2	1
3	3
4	5
5	0
6	5
7	2
8	3
9	2
10	5
11	0
12	0
13	1
14	0
15	5
16	5
17	2
18	0
19	0
20	5
21	5
22	0
23	1
24	4
25	2
26	2
27	3
28	2
29	5
30	2
31	0
32	0
33	0
34	0
35	5
36	2
37	5
38	0
39	1
40	2
41	5
42	5
43	0
44	3
45	0
46	3
47	5
48	0
49	4
50	0
51	0
52	5
53	5
54	5
55	0
56	5
57	5
58	0
59	5
60	5
61	0
62	5
63	4
64	1
65	5
66	1
67	0
68	3
69	5
70	2
71	0
72	0
73	1
74	2
75	0
76	0
77	5
78	3
79	2
80	0
81	5
82	0
83	3
84	1
85	5
86	2
87	5
88	0
89	2
90	2
91	0
92	2
93	1
94	2
95	0
96	2
97	0
98	2
99	5
100	5
101	3
102	2
103	5
104	3
105	3
106	3
107	2
108	0
109	1
110	0
111	5
112	5
113	3
114	5
115	5
116	0
117	5
118	4
119	3
120	0
121	4
122	0
123	0
124	3
125	1
126	0
127	5
128	3
129	3
130	5
131	0
132	1
133	4
134	4
135	0
136	5
137	1
138	0
139	4
140	4
141	5
142	1
143	5
144	0
145	2
146	2
147	2
148	0
149	0
150	1
151	1
152	4
153	5
154	5
155	5
156	4
157	5
158	0
159	5
160	5
161	0
162	5
163	3
164	2
165	0
166	3
167	0
168	2
169	5
170	5
171	5
172	1
173	5
174	5
175	2
176	4
177	2
178	2
179	5
180	3
181	5
182	2
183	0
184	2
185	0
186	5
187	5
188	5
189	5
190	3
191	0
192	0
193	0
194	3
195	0
196	2
197	5
198	0
199	0
200	1
201	3
202	3
203	0
204	0
205	3
206	5
207	1
208	0
209	4
210	0
211	0
212	2
213	0
214	5
215	3
216	0
217	1
218	3
219	4
220	5
221	2
222	0
223	0
224	1
225	1
226	0
227	0
228	0
229	1
230	0
231	0
232	4
233	4
234	3
235	1
236	0
237	2
238	5
239	5
240	5
241	4
242	4
243	5
244	5
245	0
246	1
247	2
248	4
249	5
250	5
251	0
252	1
253	4
254	4
255	5
256	0
257	2
258	5
259	0
260	5
261	1
262	5
263	3
264	5
265	0
266	1
267	3
268	0
269	5
270	5
271	0
272	3
273	0
274	0
275	5
276	2
277	1
278	0
279	3
280	0
281	5
282	5
283	0
284	0
285	5
286	0
287	4
288	2
289	5
290	5
291	5
292	0
293	3
294	0
295	4
296	0
297	5
298	2
299	0
300	5
301	2
302	2
303	0
304	5
305	5
306	5
307	0
308	5
309	2
310	4
311	3
312	0
313	2
314	5
315	5
316	2
317	5
318	1
319	2
320	4
321	2
322	0
323	0
324	5
325	0
326	3
327	0
328	5
329	5
330	2
331	3
332	0
333	5
334	0
335	3
336	2
337	0
338	3
339	3
340	5
341	5
342	0
343	0
344	3
345	4
346	0
347	1
348	0
349	2
350	4
351	3
352	0
353	2
354	3
355	1
356	3
357	5
358	4
359	5
360	3
361	2
362	3
363	5
364	0
365	5
366	1
367	0
368	2
369	2
370	5
371	3
372	2
373	5
374	2
375	4
376	5
377	5
378	3
379	0
380	5
381	5
382	5
383	0
384	3
385	0
386	2
387	0
388	5
389	0
390	5
391	0
392	5
393	4
394	2
395	2
396	0
397	4
398	3
399	5
400	0
401	5
402	3
403	4
404	1
405	2
406	2
407	2
408	0
409	4
410	0
411	0
412	5
413	2
414	2
415	2
416	2
417	5
418	0
419	5
420	0
421	3
422	0
423	0
424	1
425	0
426	0
427	5
428	0
429	4
430	2
431	0
432	5
433	0
434	0
435	4
436	5
437	2
438	0
439	0
440	1
441	0
442	5
443	2
444	1
445	0
446	5
447	2
448	5
449	4
450	1
451	0
452	0
453	4
454	0
455	3
456	5
457	0
458	5
459	0
460	2
461	0
462	2
463	2
464	2
465	0
466	3
467	4
468	3
469	5
470	5
471	3
472	4
473	0
474	2
475	5
476	5
477	0
478	0
479	3
480	5
481	0
482	2
483	0
484	1
485	5
486	5
487	3
488	0
489	5
490	0
491	5
492	2
493	0
494	0
495	4
496	0
497	0
498	2
499	1
500	0
501	1
502	0
503	3
504	1
505	0
506	0
507	0
508	5
509	0
510	0
511	5
512	5
513	0
514	4
515	1
516	3
517	0
518	2
519	5
520	0
521	0
522	1
523	3
524	0
525	2
526	5
527	2
528	5
529	1
530	0
531	0
532	4
533	3
534	3
535	2
536	0
537	4
538	0
539	0
540	0
541	0
542	2
543	4
544	3
545	5
546	1
547	5
548	0
549	5
550	3
551	4
552	5
553	5
554	0
555	5
556	4
557	0
558	0
559	1
560	0
561	5
562	0
563	5
564	5
565	5
566	0
567	5
568	3
569	0
570	0
571	5
572	3
573	5
574	5
575	5
576	4
577	0
578	2
579	0
580	1
581	0
582	5
583	3
584	1
585	4
586	0
587	2
588	5
589	4
590	4
591	3
592	0
593	0
594	0
595	2
596	5
597	2
598	0
599	4
600	5
601	5
602	5
603	1
604	4
605	2
606	5
607	4
608	0
609	0
610	2
611	5
612	2
613	1
614	3
615	5
616	3
617	2
618	2
619	3
620	5
621	5
622	2
623	3
624	0
625	0
626	0
627	2
628	0
629	1
630	1
631	0
632	4
633	0
634	5
635	5
636	5
637	0
638	4
639	0
640	5
641	0
642	0
643	0
644	1
645	2
646	4
647	5
648	4
649	1
650	0
651	3
652	0
653	3
654	0
655	1
656	5
657	5
658	0
659	0
660	4
661	0
662	5
663	3
664	5
665	0
666	0
667	5
668	0
669	1
670	0
671	1
672	1
673	2
674	0
675	0
676	2
677	1
678	5
679	0
680	5
681	5
682	1
683	0
684	0
685	0
686	2
687	1
688	3
689	1
690	5
691	0
692	0
693	3
694	2
695	2
696	0
697	2
698	4
699	0
700	0
701	5
702	5
703	3
704	5
705	0
706	0
707	5
708	2
709	5
710	0
711	4
712	5
713	0
714	1
715	3
716	3
717	5
718	0
719	3
720	5
721	5
722	0
723	5
724	5
725	0
726	0
727	5
728	5
729	2
730	5
731	2
732	0
733	3
734	0
735	5
736	0
737	5
738	1
739	4
740	2
741	1
742	4
743	0
744	2
745	5
746	5
747	5
748	5
749	0
750	0
751	0
752	0
753	3
754	2
755	0
756	3
757	2
758	2
759	0
760	2
761	5
762	0
763	0
764	3
765	2
766	2
767	2
768	0
769	2
770	4
771	2
772	0
773	4
774	2
775	5
776	0
777	0
778	3
779	0
780	4
781	0
782	5
783	3
784	1
785	2
786	3
787	3
788	0
789	2
790	0
791	5
792	4
793	0
794	0
795	5
796	2
797	4
798	3
799	0
800	1
801	0
802	0
803	5
804	0
805	5
806	3
807	0
808	5
809	2
810	2
811	1
812	0
813	5
814	5
815	5
816	2
817	4
818	5
819	5
820	4
821	5
822	2
823	3
824	2
825	3
826	2
827	2
828	0
829	0
830	4
831	2
832	0
833	3
834	5
835	0
836	0
837	1
838	5
839	0
840	0
841	2
842	4
843	0
844	3
845	3
846	1
847	4
848	1
849	5
850	4
851	0
852	1
853	3
854	0
855	3
856	1
857	0
858	5
859	4
860	0
861	4
862	1
863	2
864	5
865	3
866	3
867	5
868	0
869	5
870	2
871	5
872	0
873	5
874	0
875	0
876	5
877	0
878	2
879	5
880	0
881	0
882	5
883	2
884	5
885	4
886	4
887	0
888	1
889	5
890	2
891	1
892	5
893	3
894	5
895	5
896	1
897	0
898	4
899	0
900	0
901	0
902	5
903	5
904	1
905	0
906	5
907	0
908	0
909	5
910	5
911	0
912	5
913	0
914	2
915	2
916	5
917	0
918	5
919	0
920	5
921	3
922	0
923	4
924	0
925	3
926	4
927	0
928	0
929	5
930	1
931	2
932	0
933	2
934	1
935	4
936	0
937	3
938	5
939	3
940	3
941	0
942	1
943	0
944	1
945	0
946	0
947	0
948	0
949	2
950	0
